repo,gt,tool,predicted,tp,fp,fn,precision,recall,f1,tp_ver,fp_ver,fn_ver,precision_ver,recall_ver,f1_ver
rainu__go-command-chain,22,trivy,6,6,0,16,1.0000,0.2727,0.4286,6,0,16,1.0000,0.2727,0.4286
rainu__go-command-chain,22,cdxgen,1,1,0,21,1.0000,0.0455,0.0870,1,0,21,1.0000,0.0455,0.0870
rainu__go-command-chain,22,cyclonedx-gomod,1,1,0,21,1.0000,0.0455,0.0870,1,0,21,1.0000,0.0455,0.0870
raviqqe__muffet,35,syft,27,27,0,8,1.0000,0.7714,0.8710,26,1,9,0.9630,0.7429,0.8387
raviqqe__muffet,35,trivy,25,25,0,10,1.0000,0.7143,0.8333,24,1,11,0.9600,0.6857,0.8000
raviqqe__muffet,35,cdxgen,17,17,0,18,1.0000,0.4857,0.6538,17,0,18,1.0000,0.4857,0.6538
raviqqe__muffet,35,cyclonedx-gomod,17,17,0,18,1.0000,0.4857,0.6538,17,0,18,1.0000,0.4857,0.6538
reeflective__console,33,syft,20,20,0,13,1.0000,0.6061,0.7547,20,0,13,1.0000,0.6061,0.7547
reeflective__console,33,trivy,13,13,0,20,1.0000,0.3939,0.5652,13,0,20,1.0000,0.3939,0.5652
reeflective__console,33,cdxgen,11,11,0,22,1.0000,0.3333,0.5000,11,0,22,1.0000,0.3333,0.5000
reeflective__console,33,cyclonedx-gomod,12,12,0,21,1.0000,0.3636,0.5333,12,0,21,1.0000,0.3636,0.5333
reeflective__readline,12,syft,8,8,0,4,1.0000,0.6667,0.8000,8,0,4,1.0000,0.6667,0.8000
reeflective__readline,12,trivy,8,8,0,4,1.0000,0.6667,0.8000,8,0,4,1.0000,0.6667,0.8000
reeflective__readline,12,cdxgen,2,2,0,10,1.0000,0.1667,0.2857,2,0,10,1.0000,0.1667,0.2857
reeflective__readline,12,cyclonedx-gomod,2,2,0,10,1.0000,0.1667,0.2857,2,0,10,1.0000,0.1667,0.2857
rekurt__ymsdk,8,syft,7,7,0,1,1.0000,0.8750,0.9333,7,0,1,1.0000,0.8750,0.9333
rekurt__ymsdk,8,trivy,2,2,0,6,1.0000,0.2500,0.4000,2,0,6,1.0000,0.2500,0.4000
rekurt__ymsdk,8,cdxgen,2,2,0,6,1.0000,0.2500,0.4000,2,0,6,1.0000,0.2500,0.4000
rekurt__ymsdk,8,cyclonedx-gomod,2,2,0,6,1.0000,0.2500,0.4000,2,0,6,1.0000,0.2500,0.4000
romshark__yamagiconf,27,syft,18,18,0,9,1.0000,0.6667,0.8000,18,0,9,1.0000,0.6667,0.8000
romshark__yamagiconf,27,trivy,16,16,0,11,1.0000,0.5926,0.7442,16,0,11,1.0000,0.5926,0.7442
romshark__yamagiconf,27,cdxgen,9,9,0,18,1.0000,0.3333,0.5000,9,0,18,1.0000,0.3333,0.5000
romshark__yamagiconf,27,cyclonedx-gomod,9,9,0,18,1.0000,0.3333,0.5000,9,0,18,1.0000,0.3333,0.5000
rsteube__carapace-bin,23,syft,18,16,2,7,0.8889,0.6957,0.7805,16,2,7,0.8889,0.6957,0.7805
rsteube__carapace-bin,23,trivy,14,12,2,11,0.8571,0.5217,0.6486,12,2,11,0.8571,0.5217,0.6486
rsteube__carapace-bin,23,cdxgen,13,13,0,10,1.0000,0.5652,0.7222,11,2,12,0.8462,0.4783,0.6111
rsteube__carapace-bin,23,cyclonedx-gomod,14,12,2,11,0.8571,0.5217,0.6486,12,2,11,0.8571,0.5217,0.6486
s0ders__go-semver-release,70,syft,56,56,0,14,1.0000,0.8000,0.8889,56,0,14,1.0000,0.8000,0.8889
s0ders__go-semver-release,70,trivy,42,42,0,28,1.0000,0.6000,0.7500,42,0,28,1.0000,0.6000,0.7500
s0ders__go-semver-release,70,cdxgen,36,36,0,34,1.0000,0.5143,0.6792,36,0,34,1.0000,0.5143,0.6792
s0ders__go-semver-release,70,cyclonedx-gomod,38,38,0,32,1.0000,0.5429,0.7037,38,0,32,1.0000,0.5429,0.7037
saivedant169__AegisFlow,164,syft,100,93,7,71,0.9300,0.5671,0.7045,93,7,71,0.9300,0.5671,0.7045
saivedant169__AegisFlow,164,trivy,78,71,7,93,0.9103,0.4329,0.5868,71,7,93,0.9103,0.4329,0.5868
saivedant169__AegisFlow,164,cdxgen,69,68,1,96,0.9855,0.4146,0.5837,68,1,96,0.9855,0.4146,0.5837
saivedant169__AegisFlow,164,cyclonedx-gomod,67,67,0,97,1.0000,0.4085,0.5801,67,0,97,1.0000,0.4085,0.5801
schollz__progressbar,14,syft,13,13,0,1,1.0000,0.9286,0.9630,13,0,1,1.0000,0.9286,0.9630
schollz__progressbar,14,trivy,12,12,0,2,1.0000,0.8571,0.9231,12,0,2,1.0000,0.8571,0.9231
schollz__progressbar,14,cdxgen,5,5,0,9,1.0000,0.3571,0.5263,5,0,9,1.0000,0.3571,0.5263
schollz__progressbar,14,cyclonedx-gomod,6,6,0,8,1.0000,0.4286,0.6000,6,0,8,1.0000,0.4286,0.6000
sgreben__flagvar,1,syft,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
sgreben__flagvar,1,trivy,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
sgreben__flagvar,1,cdxgen,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
sgreben__flagvar,1,cyclonedx-gomod,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
shaj13__go-guardian,94,syft,31,31,0,63,1.0000,0.3298,0.4960,31,0,63,1.0000,0.3298,0.4960
shaj13__go-guardian,94,trivy,94,94,0,0,1.0000,1.0000,1.0000,93,1,1,0.9894,0.9894,0.9894
shaj13__go-guardian,94,cdxgen,19,19,0,75,1.0000,0.2021,0.3363,19,0,75,1.0000,0.2021,0.3363
shaj13__go-guardian,94,cyclonedx-gomod,19,19,0,75,1.0000,0.2021,0.3363,19,0,75,1.0000,0.2021,0.3363
sherifabdlnaby__configuro,115,syft,115,115,0,0,1.0000,1.0000,1.0000,111,4,4,0.9652,0.9652,0.9652
sherifabdlnaby__configuro,115,trivy,115,115,0,0,1.0000,1.0000,1.0000,111,4,4,0.9652,0.9652,0.9652
sherifabdlnaby__configuro,115,cdxgen,23,23,0,92,1.0000,0.2000,0.3333,22,1,93,0.9565,0.1913,0.3188
sherifabdlnaby__configuro,115,cyclonedx-gomod,23,23,0,92,1.0000,0.2000,0.3333,23,0,92,1.0000,0.2000,0.3333
slack-io__slacker,12,syft,11,11,0,1,1.0000,0.9167,0.9565,11,0,1,1.0000,0.9167,0.9565
slack-io__slacker,12,trivy,5,5,0,7,1.0000,0.4167,0.5882,5,0,7,1.0000,0.4167,0.5882
slack-io__slacker,12,cdxgen,5,5,0,7,1.0000,0.4167,0.5882,5,0,7,1.0000,0.4167,0.5882
slack-io__slacker,12,cyclonedx-gomod,5,5,0,7,1.0000,0.4167,0.5882,5,0,7,1.0000,0.4167,0.5882
smallnest__langgraphgo,350,syft,219,206,13,144,0.9406,0.5886,0.7241,199,20,151,0.9087,0.5686,0.6995
smallnest__langgraphgo,350,trivy,157,156,1,194,0.9936,0.4457,0.6154,152,5,198,0.9682,0.4343,0.5996
smallnest__langgraphgo,350,cdxgen,146,146,0,204,1.0000,0.4171,0.5887,143,3,207,0.9795,0.4086,0.5766
smallnest__langgraphgo,350,cyclonedx-gomod,53,53,0,297,1.0000,0.1514,0.2630,53,0,297,1.0000,0.1514,0.2630
spf13__cobra,6,syft,6,6,0,0,1.0000,1.0000,1.0000,6,0,0,1.0000,1.0000,1.0000
spf13__cobra,6,trivy,6,6,0,0,1.0000,1.0000,1.0000,6,0,0,1.0000,1.0000,1.0000
spf13__cobra,6,cdxgen,4,4,0,2,1.0000,0.6667,0.8000,4,0,2,1.0000,0.6667,0.8000
spf13__cobra,6,cyclonedx-gomod,5,5,0,1,1.0000,0.8333,0.9091,5,0,1,1.0000,0.8333,0.9091
spf13__viper,25,syft,104,23,81,2,0.2212,0.9200,0.3566,21,83,4,0.2019,0.8400,0.3256
spf13__viper,25,trivy,84,18,66,7,0.2143,0.7200,0.3303,18,66,7,0.2143,0.7200,0.3303
spf13__viper,25,cdxgen,75,12,63,13,0.1600,0.4800,0.2400,12,63,13,0.1600,0.4800,0.2400
spf13__viper,25,cyclonedx-gomod,11,11,0,14,1.0000,0.4400,0.6111,11,0,14,1.0000,0.4400,0.6111
steevin__neuron-cli,118,syft,101,101,0,17,1.0000,0.8559,0.9224,101,0,17,1.0000,0.8559,0.9224
steevin__neuron-cli,118,trivy,73,73,0,45,1.0000,0.6186,0.7644,73,0,45,1.0000,0.6186,0.7644
steevin__neuron-cli,118,cdxgen,69,69,0,49,1.0000,0.5847,0.7380,69,0,49,1.0000,0.5847,0.7380
steevin__neuron-cli,118,cyclonedx-gomod,73,73,0,45,1.0000,0.6186,0.7644,73,0,45,1.0000,0.6186,0.7644
subpop__go-ini,1,syft,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
subpop__go-ini,1,trivy,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
subpop__go-ini,1,cdxgen,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
subpop__go-ini,1,cyclonedx-gomod,0,0,0,1,0.0000,0.0000,0.0000,0,0,1,0.0000,0.0000,0.0000
swithek__sessionup,3,syft,3,3,0,0,1.0000,1.0000,1.0000,2,1,1,0.6667,0.6667,0.6667
swithek__sessionup,3,trivy,3,3,0,0,1.0000,1.0000,1.0000,2,1,1,0.6667,0.6667,0.6667
swithek__sessionup,3,cdxgen,3,3,0,0,1.0000,1.0000,1.0000,2,1,1,0.6667,0.6667,0.6667
swithek__sessionup,3,cyclonedx-gomod,3,3,0,0,1.0000,1.0000,1.0000,3,0,0,1.0000,1.0000,1.0000
tarent__loginsrv,65,syft,52,52,0,13,1.0000,0.8000,0.8889,48,4,17,0.9231,0.7385,0.8205
tarent__loginsrv,65,trivy,65,65,0,0,1.0000,1.0000,1.0000,61,4,4,0.9385,0.9385,0.9385
tarent__loginsrv,65,cdxgen,34,34,0,31,1.0000,0.5231,0.6869,30,4,35,0.8824,0.4615,0.6061
tarent__loginsrv,65,cyclonedx-gomod,34,34,0,31,1.0000,0.5231,0.6869,34,0,31,1.0000,0.5231,0.6869
taskctl__taskctl,39,syft,34,34,0,5,1.0000,0.8718,0.9315,33,1,6,0.9706,0.8462,0.9041
taskctl__taskctl,39,trivy,24,24,0,15,1.0000,0.6154,0.7619,23,1,16,0.9583,0.5897,0.7302
taskctl__taskctl,39,cdxgen,24,24,0,15,1.0000,0.6154,0.7619,23,1,16,0.9583,0.5897,0.7302
taskctl__taskctl,39,cyclonedx-gomod,24,24,0,15,1.0000,0.6154,0.7619,24,0,15,1.0000,0.6154,0.7619
tendermint__tendermint,692,syft,284,284,0,408,1.0000,0.4104,0.5820,278,6,414,0.9789,0.4017,0.5697
tendermint__tendermint,692,trivy,258,258,0,434,1.0000,0.3728,0.5432,253,5,439,0.9806,0.3656,0.5326
tendermint__tendermint,692,cdxgen,65,65,0,627,1.0000,0.0939,0.1717,64,1,628,0.9846,0.0925,0.1691
tendermint__tendermint,692,cyclonedx-gomod,242,242,0,450,1.0000,0.3497,0.5182,242,0,450,1.0000,0.3497,0.5182
the4thamigo-uk__conflate,11,syft,11,11,0,0,1.0000,1.0000,1.0000,11,0,0,1.0000,1.0000,1.0000
the4thamigo-uk__conflate,11,trivy,11,11,0,0,1.0000,1.0000,1.0000,11,0,0,1.0000,1.0000,1.0000
the4thamigo-uk__conflate,11,cdxgen,7,7,0,4,1.0000,0.6364,0.7778,7,0,4,1.0000,0.6364,0.7778
the4thamigo-uk__conflate,11,cyclonedx-gomod,7,7,0,4,1.0000,0.6364,0.7778,7,0,4,1.0000,0.6364,0.7778
theckman__yacspin,8,syft,7,7,0,1,1.0000,0.8750,0.9333,7,0,1,1.0000,0.8750,0.9333
theckman__yacspin,8,trivy,7,7,0,1,1.0000,0.8750,0.9333,7,0,1,1.0000,0.8750,0.9333
theckman__yacspin,8,cdxgen,6,6,0,2,1.0000,0.7500,0.8571,6,0,2,1.0000,0.7500,0.8571
theckman__yacspin,8,cyclonedx-gomod,6,6,0,2,1.0000,0.7500,0.8571,6,0,2,1.0000,0.7500,0.8571
tj__mmake,44,syft,11,11,0,33,1.0000,0.2500,0.4000,11,0,33,1.0000,0.2500,0.4000
tj__mmake,44,trivy,44,44,0,0,1.0000,1.0000,1.0000,44,0,0,1.0000,1.0000,1.0000
tj__mmake,44,cdxgen,6,6,0,38,1.0000,0.1364,0.2400,6,0,38,1.0000,0.1364,0.2400
tj__mmake,44,cyclonedx-gomod,6,6,0,38,1.0000,0.1364,0.2400,6,0,38,1.0000,0.1364,0.2400
tmc__langchaingo,883,syft,437,358,79,525,0.8192,0.4054,0.5424,339,98,544,0.7757,0.3839,0.5136
tmc__langchaingo,883,trivy,372,293,79,590,0.7876,0.3318,0.4669,285,87,598,0.7661,0.3228,0.4542
tmc__langchaingo,883,cdxgen,249,248,1,635,0.9960,0.2809,0.4382,244,5,639,0.9799,0.2763,0.4311
tmc__langchaingo,883,cyclonedx-gomod,244,244,0,639,1.0000,0.2763,0.4330,244,0,639,1.0000,0.2763,0.4330
tockins__realize,27,syft,23,23,0,4,1.0000,0.8519,0.9200,21,2,6,0.9130,0.7778,0.8400
tockins__realize,27,trivy,28,27,1,0,0.9643,1.0000,0.9818,25,3,2,0.8929,0.9259,0.9091
tockins__realize,27,cdxgen,19,19,0,8,1.0000,0.7037,0.8261,17,2,10,0.8947,0.6296,0.7391
tockins__realize,27,cyclonedx-gomod,0,0,0,27,0.0000,0.0000,0.0000,0,0,27,0.0000,0.0000,0.0000
tomlazar__table,12,syft,11,11,0,1,1.0000,0.9167,0.9565,11,0,1,1.0000,0.9167,0.9565
tomlazar__table,12,trivy,12,12,0,0,1.0000,1.0000,1.0000,12,0,0,1.0000,1.0000,1.0000
tomlazar__table,12,cdxgen,6,6,0,6,1.0000,0.5000,0.6667,6,0,6,1.0000,0.5000,0.6667
tomlazar__table,12,cyclonedx-gomod,6,6,0,6,1.0000,0.5000,0.6667,6,0,6,1.0000,0.5000,0.6667
tucnak__telebot,186,syft,34,34,0,152,1.0000,0.1828,0.3091,34,0,152,1.0000,0.1828,0.3091
tucnak__telebot,186,trivy,186,186,0,0,1.0000,1.0000,1.0000,183,3,3,0.9839,0.9839,0.9839
tucnak__telebot,186,cdxgen,20,20,0,166,1.0000,0.1075,0.1942,20,0,166,1.0000,0.1075,0.1942
tucnak__telebot,186,cyclonedx-gomod,21,21,0,165,1.0000,0.1129,0.2029,21,0,165,1.0000,0.1129,0.2029
ufoscout__go-up,4,syft,3,3,0,1,1.0000,0.7500,0.8571,3,0,1,1.0000,0.7500,0.8571
ufoscout__go-up,4,trivy,4,4,0,0,1.0000,1.0000,1.0000,4,0,0,1.0000,1.0000,1.0000
ufoscout__go-up,4,cdxgen,1,1,0,3,1.0000,0.2500,0.4000,1,0,3,1.0000,0.2500,0.4000
ufoscout__go-up,4,cyclonedx-gomod,0,0,0,4,0.0000,0.0000,0.0000,0,0,4,0.0000,0.0000,0.0000
urfave__cli,6,syft,8,5,3,1,0.6250,0.8333,0.7143,5,3,1,0.6250,0.8333,0.7143
urfave__cli,6,trivy,7,4,3,2,0.5714,0.6667,0.6154,4,3,2,0.5714,0.6667,0.6154
urfave__cli,6,cdxgen,4,4,0,2,1.0000,0.6667,0.8000,4,0,2,1.0000,0.6667,0.8000
urfave__cli,6,cyclonedx-gomod,0,0,0,6,0.0000,0.0000,0.0000,0,0,6,0.0000,0.0000,0.0000
vbauerster__mpb,12,syft,41,9,32,3,0.2195,0.7500,0.3396,9,32,3,0.2195,0.7500,0.3396
vbauerster__mpb,12,trivy,36,8,28,4,0.2222,0.6667,0.3333,8,28,4,0.2222,0.6667,0.3333
vbauerster__mpb,12,cdxgen,11,5,6,7,0.4545,0.4167,0.4348,5,6,7,0.4545,0.4167,0.4348
vbauerster__mpb,12,cyclonedx-gomod,8,8,0,4,1.0000,0.6667,0.8000,8,0,4,1.0000,0.6667,0.8000
volatiletech__authboss,16,syft,10,10,0,6,1.0000,0.6250,0.7692,10,0,6,1.0000,0.6250,0.7692
volatiletech__authboss,16,trivy,8,8,0,8,1.0000,0.5000,0.6667,8,0,8,1.0000,0.5000,0.6667
volatiletech__authboss,16,cdxgen,5,5,0,11,1.0000,0.3125,0.4762,5,0,11,1.0000,0.3125,0.4762
volatiletech__authboss,16,cyclonedx-gomod,6,6,0,10,1.0000,0.3750,0.5455,6,0,10,1.0000,0.3750,0.5455
vrischmann__envconfig,10,syft,7,7,0,3,1.0000,0.7000,0.8235,7,0,3,1.0000,0.7000,0.8235
vrischmann__envconfig,10,trivy,10,10,0,0,1.0000,1.0000,1.0000,10,0,0,1.0000,1.0000,1.0000
vrischmann__envconfig,10,cdxgen,4,4,0,6,1.0000,0.4000,0.5714,4,0,6,1.0000,0.4000,0.5714
vrischmann__envconfig,10,cyclonedx-gomod,0,0,0,10,0.0000,0.0000,0.0000,0,0,10,0.0000,0.0000,0.0000
wabarc__wayback,471,syft,180,180,0,291,1.0000,0.3822,0.5530,178,2,293,0.9889,0.3779,0.5469
wabarc__wayback,471,trivy,164,164,0,307,1.0000,0.3482,0.5165,162,2,309,0.9878,0.3439,0.5102
wabarc__wayback,471,cdxgen,138,138,0,333,1.0000,0.2930,0.4532,137,1,334,0.9928,0.2909,0.4499
wabarc__wayback,471,cyclonedx-gomod,163,163,0,308,1.0000,0.3461,0.5142,163,0,308,1.0000,0.3461,0.5142
wellington__go-libsass,4,syft,1,1,0,3,1.0000,0.2500,0.4000,1,0,3,1.0000,0.2500,0.4000
wellington__go-libsass,4,trivy,4,4,0,0,1.0000,1.0000,1.0000,4,0,0,1.0000,1.0000,1.0000
wellington__go-libsass,4,cdxgen,1,1,0,3,1.0000,0.2500,0.4000,1,0,3,1.0000,0.2500,0.4000
wellington__go-libsass,4,cyclonedx-gomod,0,0,0,4,0.0000,0.0000,0.0000,0,0,4,0.0000,0.0000,0.0000
wisp-trading__wisp,313,syft,238,238,0,75,1.0000,0.7604,0.8639,237,1,76,0.9958,0.7572,0.8603
wisp-trading__wisp,313,trivy,142,142,0,171,1.0000,0.4537,0.6242,141,1,172,0.9930,0.4505,0.6198
wisp-trading__wisp,313,cdxgen,120,120,0,193,1.0000,0.3834,0.5543,119,1,194,0.9917,0.3802,0.5497
wisp-trading__wisp,313,cyclonedx-gomod,127,127,0,186,1.0000,0.4058,0.5773,127,0,186,1.0000,0.4058,0.5773
wkhere__bcl,2,syft,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
wkhere__bcl,2,trivy,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
wkhere__bcl,2,cdxgen,1,1,0,1,1.0000,0.5000,0.6667,1,0,1,1.0000,0.5000,0.6667
wkhere__bcl,2,cyclonedx-gomod,1,1,0,1,1.0000,0.5000,0.6667,1,0,1,1.0000,0.5000,0.6667
wlevene__ini,2,syft,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
wlevene__ini,2,trivy,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
wlevene__ini,2,cdxgen,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
wlevene__ini,2,cyclonedx-gomod,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
woodpecker-ci__woodpecker,413,syft,278,278,0,135,1.0000,0.6731,0.8046,277,1,136,0.9964,0.6707,0.8017
woodpecker-ci__woodpecker,413,trivy,238,238,0,175,1.0000,0.5763,0.7312,237,1,176,0.9958,0.5738,0.7281
woodpecker-ci__woodpecker,413,cdxgen,238,238,0,175,1.0000,0.5763,0.7312,237,1,176,0.9958,0.5738,0.7281
woodpecker-ci__woodpecker,413,cyclonedx-gomod,228,228,0,185,1.0000,0.5521,0.7114,228,0,185,1.0000,0.5521,0.7114
wzshiming__ctc,2,syft,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
wzshiming__ctc,2,trivy,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
wzshiming__ctc,2,cdxgen,1,1,0,1,1.0000,0.5000,0.6667,1,0,1,1.0000,0.5000,0.6667
wzshiming__ctc,2,cyclonedx-gomod,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
xyproto__permissions,21,syft,16,16,0,5,1.0000,0.7619,0.8649,16,0,5,1.0000,0.7619,0.8649
xyproto__permissions,21,trivy,13,13,0,8,1.0000,0.6190,0.7647,13,0,8,1.0000,0.6190,0.7647
xyproto__permissions,21,cdxgen,13,13,0,8,1.0000,0.6190,0.7647,13,0,8,1.0000,0.6190,0.7647
xyproto__permissions,21,cyclonedx-gomod,12,12,0,9,1.0000,0.5714,0.7273,12,0,9,1.0000,0.5714,0.7273
yuseferi__envyaml,7,syft,6,6,0,1,1.0000,0.8571,0.9231,6,0,1,1.0000,0.8571,0.9231
yuseferi__envyaml,7,trivy,5,5,0,2,1.0000,0.7143,0.8333,5,0,2,1.0000,0.7143,0.8333
yuseferi__envyaml,7,cdxgen,2,2,0,5,1.0000,0.2857,0.4444,2,0,5,1.0000,0.2857,0.4444
yuseferi__envyaml,7,cyclonedx-gomod,2,2,0,5,1.0000,0.2857,0.4444,2,0,5,1.0000,0.2857,0.4444
zendev-sh__goai,9,syft,24,7,17,2,0.2917,0.7778,0.4242,6,18,3,0.2500,0.6667,0.3636
zendev-sh__goai,9,trivy,20,3,17,6,0.1500,0.3333,0.2069,3,17,6,0.1500,0.3333,0.2069
zendev-sh__goai,9,cdxgen,15,2,13,7,0.1333,0.2222,0.1667,2,13,7,0.1333,0.2222,0.1667
zendev-sh__goai,9,cyclonedx-gomod,2,2,0,7,1.0000,0.2222,0.3636,2,0,7,1.0000,0.2222,0.3636
zendev-sh__zenflow,63,syft,45,45,0,18,1.0000,0.7143,0.8333,38,7,25,0.8444,0.6032,0.7037
zendev-sh__zenflow,63,trivy,33,33,0,30,1.0000,0.5238,0.6875,32,1,31,0.9697,0.5079,0.6667
zendev-sh__zenflow,63,cdxgen,31,31,0,32,1.0000,0.4921,0.6596,31,0,32,1.0000,0.4921,0.6596
zendev-sh__zenflow,63,cyclonedx-gomod,32,32,0,31,1.0000,0.5079,0.6737,32,0,31,1.0000,0.5079,0.6737
zitadel__oidc,48,syft,38,38,0,10,1.0000,0.7917,0.8837,38,0,10,1.0000,0.7917,0.8837
zitadel__oidc,48,trivy,31,31,0,17,1.0000,0.6458,0.7848,31,0,17,1.0000,0.6458,0.7848
zitadel__oidc,48,cdxgen,25,25,0,23,1.0000,0.5208,0.6849,25,0,23,1.0000,0.5208,0.6849
zitadel__oidc,48,cyclonedx-gomod,25,25,0,23,1.0000,0.5208,0.6849,25,0,23,1.0000,0.5208,0.6849
zoharbabin__web-researcher-mcp,444,syft,311,311,0,133,1.0000,0.7005,0.8238,311,0,133,1.0000,0.7005,0.8238
zoharbabin__web-researcher-mcp,444,trivy,271,271,0,173,1.0000,0.6104,0.7580,271,0,173,1.0000,0.6104,0.7580
zoharbabin__web-researcher-mcp,444,cdxgen,34,34,0,410,1.0000,0.0766,0.1423,34,0,410,1.0000,0.0766,0.1423
zoharbabin__web-researcher-mcp,444,cyclonedx-gomod,269,269,0,175,1.0000,0.6059,0.7546,269,0,175,1.0000,0.6059,0.7546
