repo,all,imported,tool,predicted,tp_all,fp_all,fn_all,f1_all_name,f1_all_ver,tp_imp,fp_imp,fn_imp,f1_imp_name,f1_imp_ver
smallnest__langgraphgo,350,52,cdxgen,146,146,0,204,58.9,57.7,52,94,0,52.5,51.5
smallnest__langgraphgo,350,52,cyclonedx-gomod,53,53,0,297,26.3,26.3,52,1,0,99.0,99.0
smallnest__rpcx,186,49,syft,82,82,0,104,61.2,58.2,49,33,0,74.8,70.2
smallnest__rpcx,186,49,trivy,72,72,0,114,55.8,52.7,49,23,0,81.0,76.0
smallnest__rpcx,186,49,cdxgen,49,49,0,137,41.7,39.1,49,0,0,100.0,93.9
smallnest__rpcx,186,49,cyclonedx-gomod,62,62,0,124,50.0,50.0,49,13,0,88.3,88.3
smartystreets__goconvey,24,4,syft,6,6,0,18,40.0,33.3,4,2,0,80.0,60.0
smartystreets__goconvey,24,4,trivy,5,5,0,19,34.5,27.6,4,1,0,88.9,66.7
smartystreets__goconvey,24,4,cdxgen,4,4,0,20,28.6,21.4,4,0,0,100.0,75.0
smartystreets__goconvey,24,4,cyclonedx-gomod,5,5,0,19,34.5,34.5,4,1,0,88.9,88.9
soniah__gosnmp,17,1,syft,11,8,3,9,57.1,42.9,1,10,0,16.7,16.7
soniah__gosnmp,17,1,trivy,10,7,3,10,51.9,37.0,1,9,0,18.2,18.2
soniah__gosnmp,17,1,cdxgen,1,1,0,16,11.1,11.1,1,0,0,100.0,100.0
soniah__gosnmp,17,1,cyclonedx-gomod,1,1,0,16,11.1,11.1,1,0,0,100.0,100.0
sosedoff__pgweb,86,35,syft,66,66,0,20,86.8,86.8,35,31,0,69.3,69.3
sosedoff__pgweb,86,35,trivy,58,58,0,28,80.6,80.6,35,23,0,75.3,75.3
sosedoff__pgweb,86,35,cdxgen,35,35,0,51,57.9,57.9,35,0,0,100.0,100.0
sosedoff__pgweb,86,35,cyclonedx-gomod,46,46,0,40,69.7,69.7,35,11,0,86.4,86.4
sourcegraph__zoekt,400,121,syft,178,178,0,222,61.6,60.9,121,57,0,80.9,79.6
sourcegraph__zoekt,400,121,trivy,139,139,0,261,51.6,50.8,121,18,0,93.1,91.5
sourcegraph__zoekt,400,121,cdxgen,121,121,0,279,46.4,45.7,121,0,0,100.0,98.3
sourcegraph__zoekt,400,121,cyclonedx-gomod,127,127,0,273,48.2,48.2,120,7,1,96.8,96.8
soypat__godesim,37,2,syft,11,11,0,26,45.8,45.8,2,9,0,30.8,30.8
soypat__godesim,37,2,trivy,37,37,0,0,100.0,100.0,2,35,0,10.3,10.3
soypat__godesim,37,2,cdxgen,2,2,0,35,10.3,10.3,2,0,0,100.0,100.0
soypat__godesim,37,2,cyclonedx-gomod,2,2,0,35,10.3,10.3,2,0,0,100.0,100.0
spatial-go__geoos,6,2,syft,3,3,0,3,66.7,66.7,2,1,0,80.0,80.0
spatial-go__geoos,6,2,trivy,6,6,0,0,100.0,100.0,2,4,0,50.0,50.0
spatial-go__geoos,6,2,cdxgen,2,2,0,4,50.0,50.0,2,0,0,100.0,100.0
spatial-go__geoos,6,2,cyclonedx-gomod,2,2,0,4,50.0,50.0,2,0,0,100.0,100.0
spf13__afero,4,1,syft,64,2,62,2,5.9,5.9,1,63,0,3.1,3.1
spf13__afero,4,1,trivy,51,4,47,0,14.5,14.5,1,50,0,3.8,3.8
spf13__afero,4,1,cdxgen,46,2,44,2,8.0,8.0,1,45,0,4.3,4.3
spf13__afero,4,1,cyclonedx-gomod,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
spf13__cobra,6,4,syft,6,6,0,0,100.0,100.0,4,2,0,80.0,80.0
spf13__cobra,6,4,trivy,6,6,0,0,100.0,100.0,4,2,0,80.0,80.0
spf13__cobra,6,4,cdxgen,4,4,0,2,80.0,80.0,4,0,0,100.0,100.0
spf13__cobra,6,4,cyclonedx-gomod,5,5,0,1,90.9,90.9,4,1,0,88.9,88.9
spf13__viper,25,11,syft,104,23,81,2,35.7,32.6,11,93,0,19.1,19.1
spf13__viper,25,11,trivy,84,18,66,7,33.0,33.0,11,73,0,23.2,23.2
spf13__viper,25,11,cdxgen,75,12,63,13,24.0,24.0,11,64,0,25.6,25.6
spf13__viper,25,11,cyclonedx-gomod,11,11,0,14,61.1,61.1,11,0,0,100.0,100.0
spiffe__spire,812,306,syft,406,406,0,406,66.7,65.7,306,100,0,86.0,84.6
spiffe__spire,812,306,trivy,326,326,0,486,57.3,56.4,306,20,0,96.8,95.3
spiffe__spire,812,306,cdxgen,306,306,0,506,54.7,53.8,306,0,0,100.0,98.4
spiffe__spire,812,306,cyclonedx-gomod,319,319,0,493,56.4,56.4,305,14,1,97.6,97.6
sqs__goreturns,9,3,syft,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
sqs__goreturns,9,3,trivy,9,9,0,0,100.0,100.0,3,6,0,50.0,50.0
sqs__goreturns,9,3,cdxgen,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
sqs__goreturns,9,3,cyclonedx-gomod,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
src-d__hercules,87,49,syft,73,72,1,15,90.0,90.0,48,25,1,78.7,78.7
src-d__hercules,87,49,trivy,88,87,1,0,99.4,98.3,49,39,0,71.5,70.1
src-d__hercules,87,49,cdxgen,49,49,0,38,72.1,70.6,49,0,0,100.0,100.0
src-d__hercules,87,49,cyclonedx-gomod,54,53,1,34,75.2,75.2,48,6,1,93.2,93.2
ssgreg__journald,4,1,syft,4,4,0,0,100.0,100.0,1,3,0,40.0,40.0
ssgreg__journald,4,1,trivy,4,4,0,0,100.0,100.0,1,3,0,40.0,40.0
ssgreg__journald,4,1,cdxgen,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
ssgreg__journald,4,1,cyclonedx-gomod,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
stackerzzq__xj2go,5,2,syft,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
stackerzzq__xj2go,5,2,trivy,5,5,0,0,100.0,100.0,2,3,0,57.1,57.1
stackerzzq__xj2go,5,2,cdxgen,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
stackerzzq__xj2go,5,2,cyclonedx-gomod,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
stacktower-io__stacktower,54,34,syft,51,46,5,8,87.6,87.6,34,17,0,80.0,80.0
stacktower-io__stacktower,54,34,trivy,0,0,0,54,0.0,0.0,0,0,34,0.0,0.0
stacktower-io__stacktower,54,34,cdxgen,39,34,5,20,73.1,73.1,34,5,0,93.2,93.2
stacktower-io__stacktower,54,34,cyclonedx-gomod,38,38,0,16,82.6,82.6,34,4,0,94.4,94.4
starwalkn__kono,127,53,syft,92,92,0,35,84.0,84.0,53,39,0,73.1,73.1
starwalkn__kono,127,53,trivy,65,65,0,62,67.7,67.7,53,12,0,89.8,89.8
starwalkn__kono,127,53,cdxgen,53,53,0,74,58.9,58.9,53,0,0,100.0,100.0
starwalkn__kono,127,53,cyclonedx-gomod,56,56,0,71,61.2,61.2,53,3,0,97.2,97.2
steambap__captcha,3,2,syft,4,2,2,1,57.1,57.1,2,2,0,66.7,66.7
steambap__captcha,3,2,trivy,16,3,13,0,31.6,31.6,2,14,0,22.2,22.2
steambap__captcha,3,2,cdxgen,2,2,0,1,80.0,80.0,2,0,0,100.0,100.0
steambap__captcha,3,2,cyclonedx-gomod,2,2,0,1,80.0,80.0,2,0,0,100.0,100.0
steevin__neuron-cli,118,69,syft,101,101,0,17,92.2,92.2,69,32,0,81.2,81.2
steevin__neuron-cli,118,69,trivy,73,73,0,45,76.4,76.4,69,4,0,97.2,97.2
steevin__neuron-cli,118,69,cdxgen,69,69,0,49,73.8,73.8,69,0,0,100.0,100.0
steevin__neuron-cli,118,69,cyclonedx-gomod,73,73,0,45,76.4,76.4,69,4,0,97.2,97.2
stefanprodan__podinfo,135,76,syft,97,97,0,38,83.6,83.6,76,21,0,87.9,87.9
stefanprodan__podinfo,135,76,trivy,77,77,0,58,72.6,72.6,76,1,0,99.3,99.3
stefanprodan__podinfo,135,76,cdxgen,76,76,0,59,72.0,72.0,76,0,0,100.0,100.0
stefanprodan__podinfo,135,76,cyclonedx-gomod,77,77,0,58,72.6,72.6,76,1,0,99.3,99.3
stephenafamo__bob,185,101,syft,155,155,0,30,91.2,90.0,101,54,0,78.9,77.3
stephenafamo__bob,185,101,trivy,124,124,0,61,80.3,79.0,101,23,0,89.8,88.0
stephenafamo__bob,185,101,cdxgen,101,101,0,84,70.6,69.2,101,0,0,100.0,98.0
stephenafamo__bob,185,101,cyclonedx-gomod,117,117,0,68,77.5,77.5,101,16,0,92.7,92.7
stoewer__go-week,9,1,syft,8,8,0,1,94.1,94.1,1,7,0,22.2,22.2
stoewer__go-week,9,1,trivy,9,9,0,0,100.0,100.0,1,8,0,20.0,20.0
stoewer__go-week,9,1,cdxgen,1,1,0,8,20.0,20.0,1,0,0,100.0,100.0
stoewer__go-week,9,1,cyclonedx-gomod,1,1,0,8,20.0,20.0,1,0,0,100.0,100.0
stretchr__testify,3,2,syft,4,3,1,0,85.7,85.7,2,2,0,66.7,66.7
stretchr__testify,3,2,trivy,4,3,1,0,85.7,85.7,2,2,0,66.7,66.7
stretchr__testify,3,2,cdxgen,2,2,0,1,80.0,80.0,2,0,0,100.0,100.0
stretchr__testify,3,2,cyclonedx-gomod,2,2,0,1,80.0,80.0,2,0,0,100.0,100.0
stripe__stripe-go,6,4,syft,5,5,0,1,90.9,90.9,4,1,0,88.9,88.9
stripe__stripe-go,6,4,trivy,4,4,0,2,80.0,80.0,4,0,0,100.0,100.0
stripe__stripe-go,6,4,cdxgen,4,4,0,2,80.0,80.0,4,0,0,100.0,100.0
stripe__stripe-go,6,4,cyclonedx-gomod,4,4,0,2,80.0,80.0,4,0,0,100.0,100.0
structy__log,3,3,syft,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
structy__log,3,3,trivy,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
structy__log,3,3,cdxgen,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
structy__log,3,3,cyclonedx-gomod,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
subosito__gotenv,10,1,syft,6,6,0,4,75.0,75.0,1,5,0,28.6,28.6
subosito__gotenv,10,1,trivy,5,5,0,5,66.7,66.7,1,4,0,33.3,33.3
subosito__gotenv,10,1,cdxgen,1,1,0,9,18.2,18.2,1,0,0,100.0,100.0
subosito__gotenv,10,1,cyclonedx-gomod,1,1,0,9,18.2,18.2,1,0,0,100.0,100.0
sunary__sqlize,340,36,syft,46,46,0,294,23.8,23.8,36,10,0,87.8,87.8
sunary__sqlize,340,36,trivy,36,36,0,304,19.1,19.1,36,0,0,100.0,100.0
sunary__sqlize,340,36,cdxgen,36,36,0,304,19.1,19.1,36,0,0,100.0,100.0
sunary__sqlize,340,36,cyclonedx-gomod,36,36,0,304,19.1,19.1,36,0,0,100.0,100.0
surrealdb__surrealdb.go,20,7,syft,28,16,12,4,66.7,62.5,7,21,0,40.0,34.3
surrealdb__surrealdb.go,20,7,trivy,28,16,12,4,66.7,62.5,7,21,0,40.0,34.3
surrealdb__surrealdb.go,20,7,cdxgen,18,7,11,13,36.8,31.6,7,11,0,56.0,48.0
surrealdb__surrealdb.go,20,7,cyclonedx-gomod,7,7,0,13,51.9,51.9,7,0,0,100.0,100.0
suzuki-shunsuke__flute,20,5,syft,7,7,0,13,51.9,51.9,5,2,0,83.3,83.3
suzuki-shunsuke__flute,20,5,trivy,6,6,0,14,46.2,46.2,5,1,0,90.9,90.9
suzuki-shunsuke__flute,20,5,cdxgen,5,5,0,15,40.0,40.0,5,0,0,100.0,100.0
suzuki-shunsuke__flute,20,5,cyclonedx-gomod,5,5,0,15,40.0,40.0,5,0,0,100.0,100.0
switchupcb__copygen,16,6,syft,9,8,1,8,64.0,64.0,6,3,0,80.0,80.0
switchupcb__copygen,16,6,trivy,7,6,1,10,52.2,52.2,6,1,0,92.3,92.3
switchupcb__copygen,16,6,cdxgen,6,6,0,10,54.5,54.5,6,0,0,100.0,100.0
switchupcb__copygen,16,6,cyclonedx-gomod,6,6,0,10,54.5,54.5,6,0,0,100.0,100.0
swithek__sessionup,3,3,syft,3,3,0,0,100.0,66.7,3,0,0,100.0,66.7
swithek__sessionup,3,3,trivy,3,3,0,0,100.0,66.7,3,0,0,100.0,66.7
swithek__sessionup,3,3,cdxgen,3,3,0,0,100.0,66.7,3,0,0,100.0,66.7
swithek__sessionup,3,3,cyclonedx-gomod,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
syndtr__goleveldb,35,10,syft,20,20,0,15,72.7,72.7,10,10,0,66.7,66.7
syndtr__goleveldb,35,10,trivy,35,35,0,0,100.0,100.0,10,25,0,44.4,44.4
syndtr__goleveldb,35,10,cdxgen,10,10,0,25,44.4,44.4,10,0,0,100.0,100.0
syndtr__goleveldb,35,10,cyclonedx-gomod,10,10,0,25,44.4,44.4,10,0,0,100.0,100.0
syst3mctl__godoclive,17,8,syft,70,12,58,5,27.6,20.7,8,62,0,20.5,17.9
syst3mctl__godoclive,17,8,trivy,64,10,54,7,24.7,19.8,8,56,0,22.2,19.4
syst3mctl__godoclive,17,8,cdxgen,38,9,29,8,32.7,29.1,8,30,0,34.8,34.8
syst3mctl__godoclive,17,8,cyclonedx-gomod,9,9,0,8,69.2,69.2,8,1,0,94.1,94.1
szyhf__go-excel,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
szyhf__go-excel,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
szyhf__go-excel,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
szyhf__go-excel,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
tal-tech__go-zero,222,120,syft,165,149,16,73,77.0,72.9,120,45,0,84.2,80.7
tal-tech__go-zero,222,120,trivy,145,131,14,91,71.4,68.1,120,25,0,90.6,86.8
tal-tech__go-zero,222,120,cdxgen,134,122,12,100,68.5,68.0,120,14,0,94.5,94.5
tal-tech__go-zero,222,120,cyclonedx-gomod,123,123,0,99,71.3,71.3,119,4,1,97.9,97.9
tarent__loginsrv,65,34,syft,52,52,0,13,88.9,82.1,34,18,0,79.1,69.8
tarent__loginsrv,65,34,trivy,65,65,0,0,100.0,93.8,34,31,0,68.7,60.6
tarent__loginsrv,65,34,cdxgen,34,34,0,31,68.7,60.6,34,0,0,100.0,88.2
tarent__loginsrv,65,34,cyclonedx-gomod,34,34,0,31,68.7,68.7,34,0,0,100.0,100.0
tarmac-project__tarmac,331,114,syft,157,145,12,186,59.4,58.2,114,43,0,84.1,82.7
tarmac-project__tarmac,331,114,trivy,129,117,12,214,50.9,50.0,114,15,0,93.8,92.2
tarmac-project__tarmac,331,114,cdxgen,117,114,3,217,50.9,50.9,114,3,0,98.7,98.7
tarmac-project__tarmac,331,114,cyclonedx-gomod,115,115,0,216,51.6,51.6,114,1,0,99.6,99.6
taskctl__taskctl,39,24,syft,34,34,0,5,93.2,90.4,24,10,0,82.8,79.3
taskctl__taskctl,39,24,trivy,24,24,0,15,76.2,73.0,24,0,0,100.0,95.8
taskctl__taskctl,39,24,cdxgen,24,24,0,15,76.2,73.0,24,0,0,100.0,95.8
taskctl__taskctl,39,24,cyclonedx-gomod,24,24,0,15,76.2,76.2,24,0,0,100.0,100.0
taubyte__tau,830,290,syft,383,382,1,448,63.0,60.5,290,93,0,86.2,82.3
taubyte__tau,830,290,trivy,330,329,1,501,56.7,54.3,290,40,0,93.5,89.4
taubyte__tau,830,290,cdxgen,290,290,0,540,51.8,51.3,290,0,0,100.0,99.0
taubyte__tau,830,290,cyclonedx-gomod,318,318,0,512,55.4,55.4,290,28,0,95.4,95.4
tdewolff__canvas,151,63,syft,91,91,0,60,75.2,75.2,63,28,0,81.8,81.8
tdewolff__canvas,151,63,trivy,274,129,145,22,60.7,28.2,63,211,0,37.4,15.4
tdewolff__canvas,151,63,cdxgen,80,79,1,72,68.4,68.4,63,17,0,88.1,88.1
tdewolff__canvas,151,63,cyclonedx-gomod,69,69,0,82,62.7,62.7,63,6,0,95.5,95.5
tdewolff__minify,14,8,syft,14,14,0,0,100.0,100.0,8,6,0,72.7,72.7
tdewolff__minify,14,8,trivy,10,9,1,5,75.0,66.7,8,2,0,88.9,88.9
tdewolff__minify,14,8,cdxgen,10,9,1,5,75.0,75.0,8,2,0,88.9,88.9
tdewolff__minify,14,8,cyclonedx-gomod,8,8,0,6,72.7,72.7,8,0,0,100.0,100.0
tealeg__xlsx,19,10,syft,13,13,0,6,81.3,81.3,10,3,0,87.0,87.0
tealeg__xlsx,19,10,trivy,13,13,0,6,81.3,81.3,10,3,0,87.0,87.0
tealeg__xlsx,19,10,cdxgen,10,10,0,9,69.0,69.0,10,0,0,100.0,100.0
tealeg__xlsx,19,10,cyclonedx-gomod,10,10,0,9,69.0,69.0,10,0,0,100.0,100.0
temporalio__sdk-go,69,23,syft,184,46,138,23,36.4,30.0,23,161,0,22.2,20.3
temporalio__sdk-go,69,23,trivy,147,43,104,26,39.8,30.6,23,124,0,27.1,25.9
temporalio__sdk-go,69,23,cdxgen,122,39,83,30,40.8,33.5,23,99,0,31.7,31.7
temporalio__sdk-go,69,23,cyclonedx-gomod,22,22,0,47,48.4,48.4,22,0,1,97.8,97.8
tendermint__tendermint,692,65,syft,284,284,0,408,58.2,57.0,65,219,0,37.2,36.7
tendermint__tendermint,692,65,trivy,258,258,0,434,54.3,53.3,65,193,0,40.2,39.6
tendermint__tendermint,692,65,cdxgen,65,65,0,627,17.2,16.9,65,0,0,100.0,98.5
tendermint__tendermint,692,65,cyclonedx-gomod,242,242,0,450,51.8,51.8,64,178,1,41.7,41.7
testcontainers__testcontainers-go,79,43,syft,630,75,555,4,21.2,17.2,43,587,0,12.8,11.6
testcontainers__testcontainers-go,79,43,trivy,532,70,462,9,22.9,20.0,43,489,0,15.0,15.0
testcontainers__testcontainers-go,79,43,cdxgen,153,57,96,22,49.1,40.5,43,110,0,43.9,43.9
testcontainers__testcontainers-go,79,43,cyclonedx-gomod,50,50,0,29,77.5,77.5,43,7,0,92.5,92.5
tg123__go-htpasswd,12,2,syft,7,7,0,5,73.7,73.7,2,5,0,44.4,44.4
tg123__go-htpasswd,12,2,trivy,6,6,0,6,66.7,66.7,2,4,0,50.0,50.0
tg123__go-htpasswd,12,2,cdxgen,2,2,0,10,28.6,28.6,2,0,0,100.0,100.0
tg123__go-htpasswd,12,2,cyclonedx-gomod,2,2,0,10,28.6,28.6,2,0,0,100.0,100.0
the4thamigo-uk__conflate,11,7,syft,11,11,0,0,100.0,100.0,7,4,0,77.8,77.8
the4thamigo-uk__conflate,11,7,trivy,11,11,0,0,100.0,100.0,7,4,0,77.8,77.8
the4thamigo-uk__conflate,11,7,cdxgen,7,7,0,4,77.8,77.8,7,0,0,100.0,100.0
the4thamigo-uk__conflate,11,7,cyclonedx-gomod,7,7,0,4,77.8,77.8,7,0,0,100.0,100.0
theckman__yacspin,8,6,syft,7,7,0,1,93.3,93.3,6,1,0,92.3,92.3
theckman__yacspin,8,6,trivy,7,7,0,1,93.3,93.3,6,1,0,92.3,92.3
theckman__yacspin,8,6,cdxgen,6,6,0,2,85.7,85.7,6,0,0,100.0,100.0
theckman__yacspin,8,6,cyclonedx-gomod,6,6,0,2,85.7,85.7,6,0,0,100.0,100.0
therecipe__qt,12,6,syft,22,7,15,5,41.2,41.2,4,18,2,28.6,14.3
therecipe__qt,12,6,trivy,23,7,16,5,40.0,40.0,4,19,2,27.6,13.8
therecipe__qt,12,6,cdxgen,20,12,8,0,75.0,68.7,6,14,0,46.2,46.2
therecipe__qt,12,6,cyclonedx-gomod,0,0,0,12,0.0,0.0,0,0,6,0.0,0.0
thestrukture__ide,92,20,syft,34,34,0,58,54.0,54.0,20,14,0,74.1,74.1
thestrukture__ide,92,20,trivy,28,28,0,64,46.7,46.7,20,8,0,83.3,83.3
thestrukture__ide,92,20,cdxgen,20,20,0,72,35.7,35.7,20,0,0,100.0,100.0
thestrukture__ide,92,20,cyclonedx-gomod,23,23,0,69,40.0,40.0,20,3,0,93.0,93.0
thoas__picfit,379,81,syft,110,110,0,269,45.0,43.8,81,29,0,84.8,82.7
thoas__picfit,379,81,trivy,97,97,0,282,40.8,39.9,81,16,0,91.0,88.8
thoas__picfit,379,81,cdxgen,81,81,0,298,35.2,34.3,81,0,0,100.0,97.5
thoas__picfit,379,81,cyclonedx-gomod,92,92,0,287,39.1,39.1,81,11,0,93.6,93.6
thomaspoignant__go-feature-flag,698,250,syft,359,342,17,356,64.7,63.4,249,110,1,81.8,80.1
thomaspoignant__go-feature-flag,698,250,trivy,314,297,17,401,58.7,58.3,249,65,1,88.3,87.9
thomaspoignant__go-feature-flag,698,250,cdxgen,254,250,4,448,52.5,51.9,250,4,0,99.2,99.2
thomaspoignant__go-feature-flag,698,250,cyclonedx-gomod,248,246,2,452,52.0,52.0,243,5,7,97.6,97.2
tickstem__cron,17,6,syft,16,16,0,1,97.0,97.0,6,10,0,54.5,54.5
tickstem__cron,17,6,trivy,10,10,0,7,74.1,74.1,6,4,0,75.0,75.0
tickstem__cron,17,6,cdxgen,6,6,0,11,52.2,52.2,6,0,0,100.0,100.0
tickstem__cron,17,6,cyclonedx-gomod,6,6,0,11,52.2,52.2,6,0,0,100.0,100.0
tidwall__buntdb,9,7,syft,9,9,0,0,100.0,100.0,7,2,0,87.5,87.5
tidwall__buntdb,9,7,trivy,9,9,0,0,100.0,100.0,7,2,0,87.5,87.5
tidwall__buntdb,9,7,cdxgen,7,7,0,2,87.5,87.5,7,0,0,100.0,100.0
tidwall__buntdb,9,7,cyclonedx-gomod,7,7,0,2,87.5,87.5,7,0,0,100.0,100.0
tidwall__gjson,2,2,syft,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
tidwall__gjson,2,2,trivy,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
tidwall__gjson,2,2,cdxgen,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
tidwall__gjson,2,2,cyclonedx-gomod,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
tidwall__sjson,3,3,syft,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
tidwall__sjson,3,3,trivy,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
tidwall__sjson,3,3,cdxgen,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
tidwall__sjson,3,3,cyclonedx-gomod,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
tidwall__tile38,314,117,syft,150,150,0,164,64.7,63.8,117,33,0,87.6,86.9
tidwall__tile38,314,117,trivy,120,120,0,194,55.3,54.4,117,3,0,98.7,97.9
tidwall__tile38,314,117,cdxgen,117,117,0,197,54.3,53.8,117,0,0,100.0,99.1
tidwall__tile38,314,117,cyclonedx-gomod,118,118,0,196,54.6,54.6,117,1,0,99.6,99.6
tiendc__go-csvlib,10,4,syft,9,9,0,1,94.7,94.7,4,5,0,61.5,61.5
tiendc__go-csvlib,10,4,trivy,8,8,0,2,88.9,88.9,4,4,0,66.7,66.7
tiendc__go-csvlib,10,4,cdxgen,4,4,0,6,57.1,57.1,4,0,0,100.0,100.0
tiendc__go-csvlib,10,4,cyclonedx-gomod,4,4,0,6,57.1,57.1,4,0,0,100.0,100.0
tiendc__go-validator,12,6,syft,11,11,0,1,95.7,95.7,6,5,0,70.6,70.6
tiendc__go-validator,12,6,trivy,10,10,0,2,90.9,90.9,6,4,0,75.0,75.0
tiendc__go-validator,12,6,cdxgen,6,6,0,6,66.7,66.7,6,0,0,100.0,100.0
tiendc__go-validator,12,6,cyclonedx-gomod,6,6,0,6,66.7,66.7,6,0,0,100.0,100.0
tiendc__gofn,7,1,syft,6,6,0,1,92.3,92.3,1,5,0,28.6,28.6
tiendc__gofn,7,1,trivy,5,5,0,2,83.3,83.3,1,4,0,33.3,33.3
tiendc__gofn,7,1,cdxgen,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
tiendc__gofn,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
timdp__lwc,3,3,syft,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
timdp__lwc,3,3,trivy,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
timdp__lwc,3,3,cdxgen,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
timdp__lwc,3,3,cyclonedx-gomod,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
timothyye__godns,66,33,syft,49,49,0,17,85.2,85.2,33,16,0,80.5,80.5
timothyye__godns,66,33,trivy,39,39,0,27,74.3,74.3,33,6,0,91.7,91.7
timothyye__godns,66,33,cdxgen,39,39,0,27,74.3,74.3,33,6,0,91.7,91.7
timothyye__godns,66,33,cyclonedx-gomod,37,37,0,29,71.8,71.8,33,4,0,94.3,94.3
timsolov__rest-query-parser,11,1,syft,9,9,0,2,90.0,90.0,1,8,0,20.0,20.0
timsolov__rest-query-parser,11,1,trivy,11,11,0,0,100.0,100.0,1,10,0,16.7,16.7
timsolov__rest-query-parser,11,1,cdxgen,1,1,0,10,16.7,16.7,1,0,0,100.0,100.0
timsolov__rest-query-parser,11,1,cyclonedx-gomod,1,1,0,10,16.7,16.7,1,0,0,100.0,100.0
tinygo-org__tinygo,89,16,syft,65,51,14,38,66.2,64.9,16,49,0,39.5,37.0
tinygo-org__tinygo,89,16,trivy,56,44,12,45,60.7,59.3,16,40,0,44.4,41.7
tinygo-org__tinygo,89,16,cdxgen,51,44,7,45,62.9,62.9,16,35,0,47.8,47.8
tinygo-org__tinygo,89,16,cyclonedx-gomod,41,41,0,48,63.1,63.1,16,25,0,56.1,56.1
tj__mmake,44,6,syft,11,11,0,33,40.0,40.0,6,5,0,70.6,70.6
tj__mmake,44,6,trivy,44,44,0,0,100.0,100.0,6,38,0,24.0,24.0
tj__mmake,44,6,cdxgen,6,6,0,38,24.0,24.0,6,0,0,100.0,100.0
tj__mmake,44,6,cyclonedx-gomod,6,6,0,38,24.0,24.0,6,0,0,100.0,100.0
tkrop__go-testing,25,10,syft,18,18,0,7,83.7,83.7,10,8,0,71.4,71.4
tkrop__go-testing,25,10,trivy,13,13,0,12,68.4,68.4,10,3,0,87.0,87.0
tkrop__go-testing,25,10,cdxgen,10,10,0,15,57.1,57.1,10,0,0,100.0,100.0
tkrop__go-testing,25,10,cyclonedx-gomod,10,10,0,15,57.1,57.1,10,0,0,100.0,100.0
tmc__langchaingo,883,246,syft,437,358,79,525,54.2,51.4,246,191,0,72.0,69.7
tmc__langchaingo,883,246,trivy,372,293,79,590,46.7,45.4,246,126,0,79.6,77.7
tmc__langchaingo,883,246,cdxgen,249,248,1,635,43.8,43.1,246,3,0,99.4,97.8
tmc__langchaingo,883,246,cyclonedx-gomod,244,244,0,639,43.3,43.3,239,5,7,97.6,97.6
tockins__realize,27,19,syft,23,23,0,4,92.0,84.0,19,4,0,90.5,81.0
tockins__realize,27,19,trivy,28,27,1,0,98.2,90.9,19,9,0,80.9,72.3
tockins__realize,27,19,cdxgen,19,19,0,8,82.6,73.9,19,0,0,100.0,89.5
tockins__realize,27,19,cyclonedx-gomod,0,0,0,27,0.0,0.0,0,0,19,0.0,0.0
tomarrell__wrapcheck,120,19,syft,30,30,0,90,40.0,40.0,19,11,0,77.6,77.6
tomarrell__wrapcheck,120,19,trivy,24,24,0,96,33.3,33.3,19,5,0,88.4,88.4
tomarrell__wrapcheck,120,19,cdxgen,19,19,0,101,27.3,27.3,19,0,0,100.0,100.0
tomarrell__wrapcheck,120,19,cyclonedx-gomod,19,19,0,101,27.3,27.3,17,2,2,89.5,89.5
